pubkey: 7BACsXdze3FporEnXEbuSHStPPQ58tpZuWb7jgsUYmV | owner: Fa7LNzj3SCV364hya9dx9evL29pC1awx24iHeCEwX6vU | ts: 2026-09-11T08:05:43.000Z | dep: $326.03 | bor: $28622.82 | LTV: 87.7916 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: Hr252yRfv9BGRqJwXL7zDB4APCcvbkCmxVMbAxqBG5Sy | owner: 5UnnX43YZunU1hmBSTVtoccrHNf4zi4t2qygvhxhijzi | ts: 2026-09-15T15:28:30.000Z | dep: $70.00 | bor: $28628.77 | LTV: 408.9868 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: HzMyekSsTYWHVAtRfYYLNWUFetwAmH122Dx6EuW9FTPD | owner: 5sgxJLWS9zzuR7t2H5N9ww3YfHNUefy8EiBVRE9pMJKU | ts: 2026-09-13T01:45:16.000Z | dep: $25503.15 | bor: $28625.22 | LTV: 1.1224 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: J12117wW4XXTfPbCigBAPcHNzRH6k5MjkSv4SEcxgzoJ | owner: 3dyPhL9yrcuupoZxmZfZHJrm8J2zeN4WJBJTeQGKmwmk | ts: 2026-08-21T22:41:02.000Z | dep: $4511.29 | bor: $28594.63 | LTV: 6.3385 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: J12BLumAAcMVcP69CNwJGjKpUu9GoCwV1TQKVnnz5c27 | owner: 7MoE3UNoN1uYdN8eC8cqkXn5vF9VqfiW38usn3NTHbDi | ts: 2026-09-13T10:11:25.000Z | dep: $22916.92 | bor: $28625.70 | LTV: 1.2491 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: J1R3ZB5ymvyqqygMaKogKEJ4RoDQPoh8nNonsdDp7uyJ | owner: 6V9EmWzUxA88haFY4L6A369yR4pFna2qfwoPNixNTUA7 | ts: 2026-08-21T13:47:51.000Z | dep: $64.37 | bor: $28594.12 | LTV: 444.2178 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: J2jauJMR2HpX6BoeGMU6XF8wYZvrqo8cL15m4acjxwUN | owner: FGcMxeb4ZsmzGuYpmT1bsspqBLqXY99hjTbdrjFzcsts | ts: 2026-09-02T17:09:52.000Z | dep: $986.54 | bor: $28610.90 | LTV: 29.0012 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: J351w4X3UbCTzJBq9KQpTP7EMe9DyvNYuU4TY8g8bkiw | owner: DeoaWqMrzUzVoPJRmJLXV2JFAsE62JUrXoCnvCt1cyp8 | ts: 2026-08-22T18:12:20.000Z | dep: $95.99 | bor: $28595.75 | LTV: 297.9176 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: J4ra5TchpRQZWK2TN9wSX7tFB4vFXGjtcdojasAvkHdH | owner: 3ibpcgjwuHBJC8ikpeSZFZtGSJLFwAXVytaAsrmm4qje | ts: 2026-09-12T15:45:41.000Z | dep: $50.39 | bor: $28623.28 | LTV: 568.0248 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: J6tMkWS5CxwYP1U6sRbwBLQgZr9KaiDky8iBJN5ykhSM | owner: 73GPFYjxWaxVLskoByZubVHfpVNk6LaHB6u49JEXhG3N | ts: 2026-09-14T12:10:04.000Z | dep: $31232.05 | bor: $28619.29 | LTV: 0.9163 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: J8wbtkHH7LX96YSTs1wtdwAfxn6dc4wGRX8UrCqMHUNk | owner: 9j8YNYm7VFZY3ZP4PNgyoGiUZBCQXSdL6Bv78D3M4TLL | ts: 2026-09-10T10:27:41.000Z | dep: $2464.16 | bor: $28582.95 | LTV: 11.5995 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: J9BCLcmBJWEZaVpuWKDSfvTdgULopkiokjNLcMU471eB | owner: CEqcwpLphjG8x6swdz5D3vUpL3NZvbAx9nDKdrmn2EGy | ts: 2026-09-12T02:14:24.000Z | dep: $1687.77 | bor: $217853.63 | LTV: 129.0778 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: JCeKTuErYpkABC7rCkRe5ioqUr8C1jtuMt7HDN6n7bTq | owner: D37XHxrLM5xaNx5dRKqUZUJjzWnJhBQuNcgpCmSubznF | ts: 2026-08-21T22:30:41.000Z | dep: $126.50 | bor: $28594.62 | LTV: 226.0464 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: JCiji5eidJ1ts8o4c77V4R1tW2fMMFwF9XNXXCRnYEaG | owner: 9G5Xs6bENd935Znv9HyGzpMzn67fHi3bwpiyDAuxP8vi | ts: 2026-09-05T20:29:02.000Z | dep: $23326.32 | bor: $28549.70 | LTV: 1.2239 | liqThresh: 0.6500 | elevationGroup: 0

--- SUMMARY ---
Total active obligations scanned (ts !== 0): 928
Obligations with both active deposits and borrows: 419
Min LTV: 0.0155
Median LTV: 21.6765
Max LTV: 47826660.9664
